date,T2M,T2M_MAX,T2M_MIN,RH2M,WS10M,PRECTOTCORR,PS,ALLSKY_SFC_SW_DWN
1990-12-24,18.53,26.67,12.67,64.35,4.27,0.0,94.3,17.14
1990-12-25,18.64,26.76,12.55,62.7,4.46,0.0,94.25,18.07
1990-12-26,19.93,27.92,13.58,64.21,3.64,0.0,94.28,18.38
1990-12-27,19.61,27.64,14.17,65.33,3.79,0.0,94.31,18.65
1990-12-28,18.63,27.08,12.29,66.02,3.04,0.0,94.27,18.7
1990-12-29,18.71,25.77,14.36,72.45,2.31,0.0,94.14,17.84
1990-12-30,17.81,23.63,12.75,86.18,3.33,0.0,94.12,16.14
1990-12-31,15.15,22.96,9.88,78.34,2.69,0.0,94.17,16.29
1991-01-01,13.15,22.91,5.97,54.54,3.11,0.0,94.09,16.82
1991-01-02,12.62,22.6,5.1,46.53,3.13,0.0,94.03,16.97
1991-01-03,14.02,23.99,5.5,45.32,3.08,0.0,94.03,17.5
1991-01-04,16.31,25.96,8.12,47.0,3.05,0.0,94.12,18.17
1991-01-05,16.74,26.92,8.82,56.11,3.3,0.0,94.07,17.97
1991-01-06,17.67,26.05,11.73,63.36,2.88,0.0,94.07,17.47
1991-01-07,17.77,26.64,11.79,64.97,2.25,0.0,94.16,17.97
1991-01-08,17.71,27.6,11.07,58.0,2.68,0.0,94.19,17.26
1991-01-09,16.96,26.39,10.82,63.54,2.8,0.0,94.14,16.73
1991-01-10,16.44,25.33,10.78,64.21,2.62,0.0,94.13,17.1
1991-01-11,16.2,25.01,10.74,57.22,2.63,0.0,94.2,17.18
1991-01-12,15.31,25.25,7.89,51.84,3.23,0.0,94.31,18.41
1991-01-13,16.3,27.39,8.01,52.08,2.97,0.0,94.24,18.56
1991-01-14,17.77,28.93,9.54,55.02,3.34,0.0,94.13,18.56
1991-01-15,18.96,29.21,11.32,52.23,3.62,0.0,94.15,17.38
1991-01-16,19.97,29.6,12.17,55.64,2.64,0.0,94.23,17.69
1991-01-17,20.23,29.94,12.61,55.21,2.72,0.0,94.32,17.31
1991-01-18,19.29,29.29,12.47,52.82,3.25,0.0,94.31,17.17
1991-01-19,20.24,29.44,12.71,49.78,3.36,0.0,94.18,17.27
1991-01-20,21.2,29.98,14.31,56.17,2.91,0.0,94.21,17.46
1991-01-21,21.14,30.09,14.1,56.82,2.6,0.0,94.23,18.31
1991-01-22,21.2,30.4,14.37,54.87,2.61,0.0,94.21,18.58
1991-01-23,21.49,31.28,14.14,48.31,2.68,0.0,94.2,18.59
1991-01-24,21.92,31.57,13.3,41.69,2.8,0.0,94.18,19.16
1991-01-25,22.02,31.57,13.78,42.46,3.64,0.0,94.32,18.54
1991-01-26,22.19,31.49,14.59,45.15,3.96,0.0,94.43,18.55
1991-01-27,22.6,32.36,14.69,41.79,3.69,0.0,94.48,18.18
1991-01-28,22.35,32.68,14.68,38.6,3.6,0.0,94.37,19.9
1991-01-29,22.37,33.06,14.0,36.2,3.18,0.0,94.11,20.21
1991-01-30,21.76,32.3,13.06,37.77,3.02,0.0,94.1,20.17
1991-01-31,21.45,31.57,13.01,41.68,2.97,0.0,94.17,20.86
1991-02-01,20.88,31.04,14.26,41.38,2.88,0.0,94.19,18.78
1991-02-02,18.6,28.89,11.53,43.13,3.4,0.0,94.12,20.05
1991-02-03,18.63,28.77,10.71,39.31,2.74,0.0,94.15,20.32
1991-02-04,19.83,31.01,10.64,42.64,3.06,0.0,94.18,19.77
1991-02-05,20.95,32.69,12.08,40.15,2.81,0.0,94.17,18.3
1991-02-06,22.08,32.9,14.63,42.68,2.41,0.0,94.25,19.27
1991-02-07,22.86,32.2,15.03,43.42,2.15,0.0,94.22,18.85
1991-02-08,23.9,33.41,15.26,40.51,2.61,0.0,94.19,19.68
1991-02-09,24.68,34.22,16.96,43.96,2.74,0.0,94.28,19.62
1991-02-10,24.08,33.9,16.58,45.04,2.87,0.0,94.25,19.77
1991-02-11,22.78,32.48,16.12,46.95,3.36,0.0,94.12,20.02
1991-02-12,20.83,30.9,13.76,60.94,3.37,0.0,94.13,20.25
1991-02-13,21.35,32.23,13.43,41.12,3.13,0.0,94.21,20.43
1991-02-14,21.62,33.13,12.2,33.29,3.22,0.0,94.23,19.61
1991-02-15,22.25,33.37,13.51,38.92,3.43,0.0,94.16,20.74
1991-02-16,21.41,31.96,14.39,41.14,3.5,0.0,94.15,20.74
1991-02-17,18.64,28.43,12.26,44.89,3.66,0.0,94.19,21.14
1991-02-18,18.42,29.63,9.91,35.98,3.23,0.0,94.19,22.34
1991-02-19,20.57,32.43,12.29,40.18,3.45,0.0,94.13,21.79
1991-02-20,21.85,33.2,12.68,45.48,3.01,0.0,94.09,22.33
1991-02-21,23.78,34.23,15.01,46.86,3.41,0.0,94.26,21.59
1991-02-22,24.58,34.12,18.23,49.68,2.58,0.0,94.38,21.65
1991-02-23,23.86,34.08,16.22,50.44,2.04,0.0,94.32,21.29
1991-02-24,24.14,34.91,14.93,47.03,3.13,0.0,94.26,22.68
1991-02-25,24.23,33.68,17.3,46.49,2.91,0.0,94.25,22.1
1991-02-26,22.15,31.2,16.0,51.53,3.74,0.0,94.25,22.47
1991-02-27,21.2,31.51,13.8,50.55,3.24,0.0,94.19,22.37
1991-02-28,20.44,30.49,12.75,55.3,3.32,0.0,94.16,22.65
1991-03-01,21.89,33.59,12.91,56.23,2.51,0.0,94.08,23.62
1991-03-02,23.82,35.66,14.28,41.62,3.14,0.0,94.15,22.78
1991-03-03,24.97,35.29,18.19,41.44,2.5,0.0,94.17,21.11
1991-03-04,22.98,33.24,16.34,51.95,2.97,0.0,94.15,21.82
1991-03-05,22.13,33.11,13.38,57.28,3.32,0.0,94.11,23.46
1991-03-06,23.14,33.91,15.6,49.92,3.08,0.0,94.06,21.28
1991-03-07,23.66,33.59,16.18,41.05,3.14,0.0,94.02,22.94
1991-03-08,24.79,36.26,15.61,38.74,2.85,0.0,94.02,23.42
1991-03-09,25.81,37.6,16.53,35.04,3.08,0.0,93.96,23.81
1991-03-10,25.94,36.67,18.0,35.87,3.65,0.0,94.01,23.5
1991-03-11,25.12,36.4,16.18,32.21,4.1,0.0,93.98,23.86
1991-03-12,24.95,36.36,15.74,34.67,3.92,0.0,93.96,22.95
1991-03-13,24.59,35.13,16.39,36.77,3.85,0.0,93.93,22.91
1991-03-14,25.03,36.61,15.73,40.75,3.1,0.0,93.93,24.23
1991-03-15,25.57,37.22,16.35,43.05,3.25,0.0,93.96,23.69
1991-03-16,26.22,37.72,17.09,31.96,2.93,0.0,93.97,24.36
1991-03-17,27.04,38.44,18.15,26.88,2.9,0.0,94.07,24.8
1991-03-18,27.3,38.41,17.92,32.2,2.89,0.0,94.08,24.8
1991-03-19,27.2,38.27,18.15,35.02,3.55,0.0,94.04,23.28
1991-03-20,26.45,36.03,18.96,32.85,4.12,0.0,93.91,24.05
1991-03-21,25.62,35.33,17.89,42.91,3.81,0.0,93.92,23.21
1991-03-22,24.09,33.96,16.06,46.8,4.47,0.0,93.93,23.84
1991-03-23,24.04,35.2,14.99,46.64,3.74,0.0,93.79,22.88
1991-03-24,25.11,36.98,14.32,44.8,3.44,0.0,93.78,25.2
1991-03-25,26.94,38.0,17.02,22.48,2.98,0.0,93.67,25.65
1991-03-26,28.35,39.49,18.31,20.07,3.21,0.0,93.58,25.59
1991-03-27,29.86,40.25,19.8,26.61,2.36,0.0,93.68,25.08
1991-03-28,30.63,40.56,21.78,34.86,2.16,0.0,93.87,25.37
1991-03-29,30.92,40.53,22.88,34.38,2.35,0.0,93.99,25.67
1991-03-30,30.9,40.65,24.13,36.57,2.48,0.0,93.87,23.48
1991-03-31,29.04,37.12,22.5,48.79,2.87,0.0,93.83,24.16
1991-04-01,28.13,37.37,20.96,54.57,2.99,0.0,93.91,21.66
1991-04-02,28.17,37.34,20.76,52.1,3.04,0.05,93.99,23.73
1991-04-03,27.22,34.17,21.74,57.0,2.8,0.01,94.1,23.03
1991-04-04,25.7,30.66,22.41,55.29,3.14,0.0,94.2,17.97
1991-04-05,25.83,32.66,19.86,50.42,1.85,0.0,94.02,20.66
1991-04-06,27.05,35.77,20.14,57.12,3.05,0.0,94.0,26.8
1991-04-07,26.65,35.36,19.31,52.91,3.3,0.08,94.01,24.31
1991-04-08,26.45,36.39,17.97,42.78,3.79,0.0,93.92,24.34
1991-04-09,26.29,35.56,18.09,52.49,4.33,0.0,93.87,24.06
1991-04-10,26.93,36.68,18.33,50.07,3.83,0.0,93.82,24.55
1991-04-11,27.26,36.99,19.37,42.97,3.76,0.0,93.77,25.88
1991-04-12,27.63,38.83,18.15,51.62,3.39,0.0,93.64,26.12
1991-04-13,28.29,38.49,20.3,53.84,3.82,0.0,93.73,26.48
1991-04-14,29.57,39.86,20.73,49.69,4.02,0.0,93.81,25.7
1991-04-15,29.67,39.18,21.87,37.62,3.25,0.0,93.81,26.33
1991-04-16,29.61,39.48,20.91,29.6,3.9,0.0,93.75,25.91
1991-04-17,31.27,42.15,21.12,19.34,3.18,0.0,93.7,24.79
1991-04-18,31.49,41.97,21.65,14.4,3.48,0.0,93.74,24.04
1991-04-19,29.74,41.35,21.22,38.75,3.14,0.0,93.81,23.73
1991-04-20,28.45,40.1,19.07,43.4,3.41,0.0,93.78,26.19
1991-04-21,28.12,39.88,18.99,47.86,3.45,0.0,93.8,27.54
1991-04-22,27.31,37.94,18.19,48.29,3.78,0.0,93.85,26.64
1991-04-23,27.91,39.5,17.61,49.21,3.75,0.0,93.88,25.58
1991-04-24,29.02,39.8,18.87,47.04,3.85,0.0,93.85,26.12
1991-04-25,29.55,38.58,21.43,45.01,3.96,0.01,93.75,25.36
1991-04-26,29.63,39.04,21.89,42.54,4.06,0.0,93.65,24.34
1991-04-27,29.91,40.44,20.85,48.34,3.99,0.0,93.58,23.95
1991-04-28,29.71,39.65,21.67,52.22,4.3,0.0,93.61,25.53
1991-04-29,29.71,39.99,22.18,52.57,4.88,0.0,93.67,25.19
1991-04-30,28.67,38.75,21.24,57.22,5.03,0.0,93.74,26.07
1991-05-01,27.96,36.73,21.1,58.52,5.19,0.0,93.78,26.21
1991-05-02,27.46,36.55,20.31,57.04,4.66,0.0,93.76,25.43
1991-05-03,28.34,38.18,20.65,56.83,4.53,0.0,93.84,25.91
1991-05-04,28.78,38.44,21.55,55.18,4.57,0.0,93.91,24.86
1991-05-05,28.64,38.05,21.81,56.98,4.57,0.0,93.87,23.69
1991-05-06,28.39,37.39,22.15,58.26,4.86,0.0,93.86,23.4
1991-05-07,28.36,37.89,21.58,57.98,5.23,0.0,93.88,24.68
1991-05-08,28.74,38.49,22.14,59.6,5.34,0.0,93.92,24.79
1991-05-09,28.41,37.55,22.0,59.85,4.91,0.0,93.83,25.63
1991-05-10,28.55,38.18,21.65,57.39,4.74,0.0,93.84,24.94
1991-05-11,29.72,39.91,21.22,51.19,4.41,0.0,93.86,25.83
1991-05-12,31.04,41.25,22.3,50.12,3.75,0.09,93.83,25.71
1991-05-13,29.81,37.92,24.27,52.98,2.53,0.0,93.83,24.18
1991-05-14,30.16,40.39,23.23,52.74,3.38,0.0,93.84,24.31
1991-05-15,30.97,40.48,23.1,44.04,3.5,0.0,93.81,23.06
1991-05-16,28.77,35.55,23.25,57.33,3.41,0.0,93.84,21.36
1991-05-17,28.36,35.36,23.17,58.97,4.09,0.0,93.9,25.13
1991-05-18,26.76,32.36,22.77,66.16,3.34,0.0,93.82,24.49
1991-05-19,28.0,36.43,21.16,60.45,4.16,0.0,93.77,24.78
1991-05-20,29.62,39.56,21.52,53.33,4.58,0.0,93.92,25.5
1991-05-21,29.59,38.94,22.33,54.86,4.86,0.0,93.93,24.67
1991-05-22,29.17,38.98,22.19,56.15,4.76,0.0,93.77,23.25
1991-05-23,29.17,38.74,22.5,55.46,4.65,0.0,93.63,23.19
1991-05-24,29.52,40.05,21.84,54.75,5.14,0.0,93.58,24.78
1991-05-25,28.29,36.86,22.41,61.15,4.78,0.0,93.65,23.92
1991-05-26,30.19,40.99,23.36,58.86,4.58,0.0,93.47,25.24
1991-05-27,28.15,33.78,24.15,63.42,4.32,2.25,93.43,25.29
1991-05-28,29.75,39.64,23.33,58.39,4.0,1.21,93.36,24.19
1991-05-29,29.63,37.38,23.22,55.72,3.94,0.04,93.41,12.4
1991-05-30,30.33,40.0,23.28,54.62,4.16,0.0,93.38,21.92
1991-05-31,29.42,38.86,23.67,63.34,4.62,0.02,93.34,22.1
1991-06-01,30.2,40.46,22.99,60.72,4.67,0.01,93.18,20.94
1991-06-02,29.84,40.68,23.11,61.17,4.13,0.08,93.12,18.87
1991-06-03,28.3,36.65,23.5,68.15,5.0,14.73,93.14,25.39
1991-06-04,27.73,33.93,23.66,73.5,4.62,17.63,93.18,22.33
1991-06-05,27.86,34.62,23.74,72.8,5.27,3.73,93.14,14.94
1991-06-06,26.36,31.37,23.38,81.73,5.16,26.05,93.08,14.07
1991-06-07,25.09,26.42,24.03,93.34,6.31,88.52,92.91,10.51
1991-06-08,24.91,26.28,23.84,93.5,7.91,121.5,92.87,2.22
1991-06-09,24.58,25.66,23.54,94.74,7.76,177.18,92.96,2.46
1991-06-10,24.72,26.34,23.64,93.28,7.11,126.15,93.06,4.92
1991-06-11,25.42,28.51,23.62,89.6,7.12,37.24,93.16,12.1
1991-06-12,25.46,28.87,23.49,87.1,6.21,4.62,93.26,19.36
1991-06-13,25.57,29.54,23.15,85.57,5.94,0.09,93.41,19.53
1991-06-14,25.02,28.51,22.89,86.03,5.06,0.05,93.53,21.8
1991-06-15,25.32,29.77,22.35,84.35,4.33,0.83,93.67,24.31
1991-06-16,24.85,29.28,22.33,84.68,5.3,0.72,93.72,22.09
1991-06-17,24.71,28.57,22.35,83.69,8.28,0.01,93.68,14.37
1991-06-18,24.36,28.12,22.03,83.4,9.64,0.37,93.59,12.07
1991-06-19,24.62,28.42,22.3,85.9,9.31,11.84,93.41,13.78
1991-06-20,24.72,28.11,22.47,86.67,7.54,12.21,93.48,13.11
1991-06-21,25.05,29.06,22.3,85.98,5.05,3.59,93.69,19.77
1991-06-22,25.23,29.71,22.2,84.74,3.83,0.64,93.71,21.54
1991-06-23,24.16,26.46,22.58,88.78,4.08,0.82,93.58,20.59
1991-06-24,24.7,28.55,22.24,84.76,4.83,2.52,93.51,19.72
1991-06-25,24.03,27.43,21.62,86.24,4.11,0.54,93.5,20.68
1991-06-26,24.55,29.38,20.75,83.23,3.92,0.61,93.45,20.41
1991-06-27,24.82,29.53,21.1,82.74,3.65,1.25,93.39,22.78
1991-06-28,24.27,27.52,21.65,85.14,3.35,0.56,93.35,13.94
1991-06-29,23.1,25.96,21.37,91.14,3.13,66.36,93.45,18.7
1991-06-30,22.9,26.19,20.98,89.91,4.22,44.49,93.53,10.03
1991-07-01,23.21,27.95,20.54,87.1,4.29,9.4,93.59,23.51
1991-07-02,23.59,27.98,20.96,87.2,4.65,8.75,93.55,14.9
1991-07-03,23.37,25.68,21.79,89.31,5.2,6.49,93.5,20.33
1991-07-04,22.91,24.96,21.76,91.37,6.63,8.77,93.54,8.83
1991-07-05,23.6,25.93,22.07,89.87,6.38,13.13,93.65,13.37
1991-07-06,23.65,26.18,22.17,88.51,6.41,13.28,93.6,17.52
1991-07-07,24.4,27.61,22.45,87.76,6.86,4.52,93.44,16.08
1991-07-08,24.57,27.54,22.91,88.13,6.17,6.39,93.29,11.14
1991-07-09,23.9,27.99,21.44,88.13,5.28,10.15,93.28,12.52
1991-07-10,23.03,25.44,20.96,89.87,4.82,4.5,93.32,12.42
1991-07-11,22.83,25.51,21.07,90.98,5.74,3.37,93.31,19.03
1991-07-12,21.69,23.31,20.76,91.34,6.08,4.67,93.24,11.42
1991-07-13,22.66,24.59,21.34,92.72,8.37,31.69,93.24,7.29
1991-07-14,23.46,25.57,22.2,91.13,9.24,24.11,93.21,5.5
1991-07-15,23.28,25.43,22.25,92.14,8.61,29.46,93.23,7.21
1991-07-16,23.41,26.08,21.91,91.51,7.73,20.32,93.27,7.82
1991-07-17,22.96,24.49,21.9,94.84,8.15,47.71,93.25,6.76
1991-07-18,23.16,25.14,22.08,93.53,8.47,42.92,93.34,8.8
1991-07-19,23.62,26.17,22.06,92.03,8.74,24.93,93.45,18.31
1991-07-20,23.17,26.1,21.54,91.57,7.01,8.62,93.46,14.41
1991-07-21,23.07,24.81,21.78,92.26,7.32,7.82,93.32,11.15
1991-07-22,23.04,25.21,21.67,91.76,8.48,6.32,93.37,11.09
1991-07-23,23.64,26.78,21.59,90.07,8.0,5.68,93.43,13.18
1991-07-24,22.93,24.25,22.1,93.64,7.75,7.03,93.43,10.53
1991-07-25,23.63,26.3,22.22,90.73,8.58,4.82,93.37,11.79
1991-07-26,23.59,26.51,21.84,90.56,9.15,12.78,93.29,10.22
1991-07-27,23.56,26.2,22.22,91.7,9.88,27.19,93.26,6.25
1991-07-28,23.44,26.0,21.96,92.24,8.53,55.56,93.2,11.2
1991-07-29,22.57,23.65,21.79,94.71,7.99,37.39,93.09,10.47
1991-07-30,22.81,24.35,21.81,93.36,8.05,3.87,93.15,9.56
1991-07-31,23.63,26.44,22.0,91.31,8.23,6.17,93.25,13.67
1991-08-01,23.61,26.79,21.73,91.06,6.91,4.13,93.35,11.23
1991-08-02,23.62,26.88,21.55,90.25,5.79,4.89,93.38,14.52
1991-08-03,23.3,26.55,21.43,90.69,5.48,4.57,93.52,15.29
1991-08-04,22.96,26.42,21.02,90.41,5.25,2.92,93.64,12.75
1991-08-05,22.57,25.4,21.08,91.44,5.2,2.99,93.68,12.59
1991-08-06,22.94,25.75,21.28,91.5,5.97,6.17,93.65,14.82
1991-08-07,22.73,24.42,21.32,92.76,5.84,8.88,93.64,10.64
1991-08-08,22.62,25.61,21.24,91.43,6.17,6.12,93.57,9.96
1991-08-09,22.79,25.71,21.23,90.76,6.5,5.18,93.54,14.4
1991-08-10,22.96,26.52,21.0,90.28,6.39,5.48,93.53,16.08
1991-08-11,23.09,26.14,21.36,90.54,6.9,3.84,93.57,16.17
1991-08-12,23.36,26.65,21.49,90.49,6.3,5.13,93.6,16.52
1991-08-13,23.09,25.72,21.63,90.54,7.26,9.02,93.58,13.71
1991-08-14,22.87,25.47,21.26,91.84,7.19,20.62,93.59,14.53
1991-08-15,22.7,25.4,21.06,91.06,6.65,10.33,93.56,14.9
1991-08-16,22.52,25.01,21.18,91.9,6.81,4.72,93.52,10.81
1991-08-17,22.24,24.03,21.05,94.34,6.05,9.26,93.54,9.91
1991-08-18,22.45,24.84,21.04,92.89,6.16,7.37,93.6,11.37
1991-08-19,22.94,25.93,21.26,91.16,6.79,5.97,93.59,11.13
1991-08-20,23.02,26.32,21.37,90.82,6.94,2.98,93.45,13.01
1991-08-21,22.74,26.05,21.2,90.82,6.68,5.91,93.46,13.71
1991-08-22,23.04,26.36,21.35,90.54,6.6,4.22,93.49,14.51
1991-08-23,22.27,23.86,21.39,94.36,6.41,3.44,93.5,14.43
1991-08-24,22.67,25.07,21.12,92.03,7.91,5.95,93.42,8.09
1991-08-25,22.63,26.12,20.84,89.89,7.54,4.46,93.47,11.12
1991-08-26,22.7,25.97,20.65,90.23,6.22,4.22,93.62,14.4
1991-08-27,22.62,26.06,20.79,90.61,5.68,2.02,93.71,10.18
1991-08-28,22.61,26.13,20.55,89.94,5.63,0.87,93.63,12.81
1991-08-29,22.33,25.58,20.54,90.53,5.46,1.64,93.63,15.87
1991-08-30,22.36,25.74,20.56,90.16,5.52,0.8,93.68,17.56
1991-08-31,22.64,26.29,20.43,89.38,5.39,1.45,93.71,19.25
1991-09-01,22.61,26.36,20.14,89.09,5.13,2.59,93.85,16.69
1991-09-02,22.32,25.8,20.18,89.85,4.45,3.54,93.89,12.36
1991-09-03,22.61,27.03,19.83,88.65,4.02,2.18,93.79,12.8
1991-09-04,22.42,26.39,19.67,89.15,3.38,1.38,93.88,15.27
1991-09-05,22.37,25.84,19.82,89.63,3.71,0.71,94.01,15.9
1991-09-06,22.09,25.7,20.01,90.11,4.33,0.59,94.0,16.19
1991-09-07,22.25,26.39,19.6,88.95,5.08,1.06,93.82,17.11
1991-09-08,22.22,26.57,19.37,88.85,4.21,0.91,93.83,21.12
1991-09-09,22.06,26.68,18.99,88.21,3.37,0.58,93.95,18.03
1991-09-10,21.61,26.05,18.33,87.83,2.88,0.39,93.96,21.81
1991-09-11,22.11,27.59,18.26,85.3,2.32,0.09,94.03,21.49
1991-09-12,22.81,28.53,18.47,86.86,2.6,0.01,94.02,19.62
1991-09-13,23.2,27.94,19.5,85.43,2.71,0.0,93.92,19.19
1991-09-14,23.67,28.19,20.17,86.36,2.69,0.09,93.85,18.32
1991-09-15,23.58,28.06,20.56,86.32,2.06,0.02,93.85,16.63
1991-09-16,23.28,28.25,20.35,87.66,2.9,0.21,93.85,20.39
1991-09-17,22.53,26.4,19.65,88.43,2.63,12.44,93.96,18.25
1991-09-18,21.86,24.91,20.05,90.07,2.89,3.44,93.85,14.52
1991-09-19,21.36,25.05,18.9,87.65,2.82,0.61,93.79,20.94
1991-09-20,21.9,25.74,19.23,86.29,1.73,0.5,93.81,18.49
1991-09-21,22.99,26.64,19.95,88.38,1.17,35.26,93.76,10.79
1991-09-22,23.6,27.38,21.18,90.43,2.84,28.15,93.71,16.44
1991-09-23,23.02,26.57,20.96,89.26,3.19,3.92,93.69,14.86
1991-09-24,23.31,27.24,21.14,89.26,3.22,0.13,93.7,16.65
1991-09-25,23.02,26.51,20.46,89.9,2.82,5.42,93.74,21.25
1991-09-26,23.94,28.98,20.61,86.63,1.76,0.51,93.86,19.69
1991-09-27,24.41,29.16,20.67,86.03,1.73,0.73,93.98,18.4
1991-09-28,23.96,27.88,21.17,88.56,2.45,8.36,94.04,13.63
1991-09-29,24.18,28.66,20.86,86.41,2.38,1.62,93.98,19.0
1991-09-30,23.91,28.67,20.05,86.96,2.32,11.57,93.89,16.78
1991-10-01,23.65,28.05,20.86,86.18,2.72,4.75,93.85,14.69
1991-10-02,23.59,29.06,19.09,80.42,2.67,1.35,93.83,20.43
1991-10-03,23.52,29.31,18.3,78.21,2.34,0.01,93.71,21.7
1991-10-04,23.01,29.45,17.69,71.81,2.6,0.23,93.65,23.48
1991-10-05,22.54,28.53,18.3,63.42,2.29,0.0,93.73,23.83
1991-10-06,22.21,28.81,17.46,65.03,2.29,0.0,93.79,21.65
1991-10-07,22.22,28.95,17.5,69.16,2.5,0.02,93.71,19.2
1991-10-08,22.17,29.23,16.73,74.72,2.62,0.0,93.68,21.15
1991-10-09,22.35,28.77,17.21,80.87,2.16,0.27,93.71,19.31
1991-10-10,22.89,29.38,18.72,82.04,2.35,0.0,93.8,21.25
1991-10-11,22.93,29.17,18.43,84.64,2.92,0.14,93.87,15.91
1991-10-12,23.11,28.9,19.29,83.88,2.78,0.0,93.8,15.53
1991-10-13,22.84,28.52,19.22,82.34,2.92,0.0,93.72,21.25
1991-10-14,21.89,27.57,17.87,82.86,2.4,0.0,93.81,20.97
1991-10-15,22.03,27.74,18.25,84.25,2.24,0.0,94.01,21.52
1991-10-16,23.74,29.77,17.91,78.26,1.93,0.0,94.11,14.87
1991-10-17,24.3,29.69,18.96,74.44,2.75,0.0,94.08,18.74
1991-10-18,23.95,29.88,18.77,74.31,3.06,0.0,94.1,21.01
1991-10-19,24.35,29.66,18.87,75.93,2.35,0.04,94.15,20.86
1991-10-20,24.58,29.6,20.3,75.8,2.37,0.02,94.03,21.03
1991-10-21,24.59,29.72,20.33,74.3,2.3,0.0,93.98,16.13
1991-10-22,24.08,29.72,19.5,74.04,2.99,0.0,94.06,17.85
1991-10-23,23.9,29.59,18.94,71.12,3.09,0.0,94.02,20.73
1991-10-24,22.85,29.51,17.46,66.36,3.27,0.0,93.94,21.08
1991-10-25,21.76,29.22,14.72,61.48,2.99,0.0,93.91,19.79
1991-10-26,21.18,28.7,14.34,63.77,2.62,0.0,93.94,19.47
1991-10-27,21.62,29.61,14.48,60.09,2.72,0.0,93.99,20.8
1991-10-28,20.67,29.52,14.43,59.17,4.66,0.0,93.82,20.94
1991-10-29,20.68,29.35,14.48,57.61,5.09,0.0,93.68,19.98
1991-10-30,20.72,28.96,15.3,62.21,4.9,0.0,93.68,20.47
1991-10-31,20.25,29.25,14.38,56.14,4.68,0.0,93.8,19.99
1991-11-01,19.92,28.62,12.79,51.66,4.36,0.0,93.89,20.62
1991-11-02,20.31,25.28,15.22,69.47,3.52,0.0,94.01,19.12
1991-11-03,21.3,28.87,14.77,64.41,2.62,0.0,93.98,20.5
1991-11-04,21.27,29.53,14.58,65.23,2.87,0.0,94.04,19.18
1991-11-05,20.99,29.49,14.09,63.31,2.39,0.0,94.09,19.03
1991-11-06,21.08,29.0,14.16,69.18,2.53,0.0,94.23,20.99
1991-11-07,20.66,28.39,14.63,66.73,2.33,0.0,94.29,20.48
1991-11-08,20.04,28.33,13.34,74.47,2.2,0.0,94.11,19.96
1991-11-09,20.41,27.93,14.64,78.59,2.22,0.0,94.14,18.5
1991-11-10,20.63,28.24,14.97,79.58,2.37,0.0,94.24,20.49
1991-11-11,20.84,28.34,15.19,74.43,2.43,0.0,94.28,18.37
1991-11-12,21.78,28.48,15.97,74.8,2.5,0.0,94.24,18.9
1991-11-13,22.62,28.81,17.23,69.82,2.33,0.0,94.32,17.16
1991-11-14,22.9,28.96,17.82,68.22,2.91,0.0,94.3,18.56
1991-11-15,21.81,29.02,15.92,62.71,4.41,0.0,94.11,19.28
1991-11-16,21.73,27.71,16.49,66.49,5.1,0.0,94.09,17.01
1991-11-17,22.45,28.63,17.37,73.55,4.89,0.0,94.17,14.1
1991-11-18,21.85,25.88,19.31,82.88,4.72,2.39,94.34,11.27
1991-11-19,22.34,28.2,18.1,80.13,2.35,0.79,94.3,12.35
1991-11-20,22.46,28.25,18.01,78.04,2.27,0.11,94.27,17.73
1991-11-21,22.53,28.65,18.01,75.99,2.53,0.76,94.21,17.03
1991-11-22,21.96,27.05,18.27,78.59,2.82,0.59,94.28,12.97
1991-11-23,21.96,26.58,19.13,81.86,3.4,2.08,94.37,17.4
1991-11-24,20.36,28.09,15.38,58.52,4.34,0.01,94.39,20.18
1991-11-25,20.69,27.19,14.95,59.16,3.53,0.0,94.37,19.62
1991-11-26,21.24,29.09,14.44,65.43,2.42,0.0,94.41,17.74
1991-11-27,21.35,29.08,15.55,65.46,2.19,0.0,94.37,18.56
1991-11-28,21.47,29.09,16.19,65.53,2.22,0.0,94.25,17.63
1991-11-29,21.6,28.99,17.16,60.26,2.26,0.0,94.2,18.33
1991-11-30,20.05,28.59,14.15,53.92,2.79,0.0,94.16,19.52
1991-12-01,19.29,28.35,12.44,53.19,2.52,0.0,94.13,19.1
1991-12-02,19.82,28.91,12.55,57.83,2.45,0.0,94.28,19.21
1991-12-03,21.5,29.22,14.49,63.72,2.41,0.0,94.4,18.73
1991-12-04,21.24,29.11,15.47,56.97,3.75,0.0,94.48,18.43
1991-12-05,19.93,28.87,13.78,42.62,3.9,0.0,94.53,16.64
1991-12-06,19.12,28.75,11.6,42.26,3.78,0.0,94.58,17.72
1991-12-07,19.52,29.28,11.42,42.02,3.49,0.0,94.59,16.91
1991-12-08,19.29,29.04,11.57,41.03,3.45,0.0,94.49,17.39
1991-12-09,19.19,28.68,11.66,43.18,3.29,0.0,94.43,18.52
1991-12-10,19.34,29.01,12.58,44.79,4.13,0.0,94.5,18.29
1991-12-11,18.71,27.54,11.98,44.14,4.39,0.0,94.53,18.71
1991-12-12,18.82,27.53,12.21,47.88,4.29,0.0,94.53,17.36
1991-12-13,18.7,27.55,12.43,45.45,4.66,0.0,94.45,15.95
1991-12-14,18.65,27.94,11.98,42.6,5.22,0.0,94.43,17.55
1991-12-15,19.0,28.48,11.92,39.3,5.27,0.0,94.39,16.53
